RECORDEDATTIME,DIRECTIONREF,VEHICLEREF,VEHICLELOCATION_LATITUDE,VEHICLELOCATION_LONGITUDE,EXPECTEDARRIVALTIME,SCHEDULEDARRIVALTIME
01-06-2017 00:23,0,NYCT_6819,40.675981,-73.933453,01-06-2017 00:23,24:25:57
01-06-2017 00:23,1,NYCT_5945,40.826297,-73.950138,01-06-2017 00:23,24:15:00
01-06-2017 00:23,0,NYCT_4980,40.644139,-73.877756,NA,24:05:00
01-06-2017 00:23,0,NYCT_4980,40.644139,-73.877756,NA,24:04:00
01-06-2017 00:23,1,NYCT_281,40.846404,-73.885322,01-06-2017 00:24,00:23:01
01-06-2017 00:23,0,NYCT_4797,40.840554,-73.838076,01-06-2017 00:24,24:25:26
01-06-2017 00:23,0,NYCT_8115,40.710428,-73.793712,01-06-2017 00:25,24:25:00
01-06-2017 00:23,1,NYCT_8370,40.849445,-73.934029,01-06-2017 00:24,24:09:28
01-06-2017 00:23,1,NYCT_3892,40.767812,-73.982285,01-06-2017 00:23,24:07:50
01-06-2017 00:23,0,NYCT_7243,40.699788,-73.94141,NA,NA
01-06-2017 00:23,1,NYCT_4525,40.686552,-73.959543,01-06-2017 00:24,24:19:14
01-06-2017 00:23,1,NYCT_4138,40.714246,-73.960669,01-06-2017 00:23,24:26:34
01-06-2017 00:23,0,NYCT_7046,40.643284,-74.072882,NA,NA
01-06-2017 00:23,1,NYCT_7218,40.672474,-74.011426,01-06-2017 00:23,24:09:00
01-06-2017 00:23,0,NYCT_6511,40.668236,-73.869995,01-06-2017 00:23,24:23:55
01-06-2017 00:23,0,NYCT_6830,40.655774,-73.94422,01-06-2017 00:24,24:24:02
01-06-2017 00:23,1,NYCT_5863,40.803111,-73.934421,01-06-2017 00:25,24:27:00
01-06-2017 00:23,1,NYCT_2617,40.748572,-73.984463,01-06-2017 00:25,24:24:36
01-06-2017 00:23,0,NYCT_268,40.846032,-73.862235,01-06-2017 00:23,24:22:06
01-06-2017 00:23,1,NYCT_1218,40.861922,-73.891705,01-06-2017 00:23,24:22:46
01-06-2017 00:23,1,NYCT_6617,40.669025,-73.931366,NA,24:17:38
01-06-2017 00:23,1,NYCT_7297,40.702929,-73.868704,01-06-2017 00:24,24:22:35
01-06-2017 00:23,0,NYCT_4459,40.760211,-73.769626,01-06-2017 00:23,24:20:00
01-06-2017 00:23,0,NYCT_6422,40.824407,-73.951928,01-06-2017 00:24,24:20:10
01-06-2017 00:23,1,NYCT_4532,40.693481,-73.990526,NA,24:19:46
01-06-2017 00:23,0,NYCT_8175,40.637224,-74.076161,01-06-2017 00:23,24:25:00
01-06-2017 00:23,0,NYCT_5278,40.719459,-73.977804,01-06-2017 00:24,24:22:24
01-06-2017 00:23,0,NYCT_4665,40.701845,-73.765562,01-06-2017 00:23,24:23:57
01-06-2017 00:23,1,NYCT_6404,40.747674,-73.98864,01-06-2017 00:23,24:22:00
01-06-2017 00:23,1,NYCT_7358,40.701308,-73.942877,01-06-2017 00:24,24:22:00
01-06-2017 00:23,0,NYCT_4380,40.90705,-73.904048,01-06-2017 00:23,24:24:20
01-06-2017 00:23,1,NYCT_5202,40.775749,-73.986608,01-06-2017 00:23,24:16:00
01-06-2017 00:23,0,NYCT_5517,40.864198,-73.918274,01-06-2017 00:28,24:23:39
01-06-2017 00:23,1,NYCT_5921,40.771547,-73.950809,01-06-2017 00:23,24:22:46
01-06-2017 00:23,0,NYCT_6063,40.785499,-73.949108,01-06-2017 00:23,24:24:00
01-06-2017 00:23,0,NYCT_6418,40.83208,-73.942614,01-06-2017 00:24,24:27:37
01-06-2017 00:23,1,NYCT_7262,40.667607,-73.894775,01-06-2017 00:23,24:22:37
01-06-2017 00:23,0,NYCT_290,40.902223,-73.868057,01-06-2017 00:24,24:17:00
01-06-2017 00:23,0,NYCT_5125,40.650046,-73.952403,01-06-2017 00:23,24:22:00
01-06-2017 00:23,1,NYCT_8188,40.632486,-74.146491,01-06-2017 00:23,00:21:14
01-06-2017 00:23,1,NYCT_8188,40.632486,-74.146491,01-06-2017 00:23,00:22:32
01-06-2017 00:23,1,NYCT_7359,40.684465,-73.977748,01-06-2017 00:23,24:18:00
01-06-2017 00:23,1,NYCT_252,40.633956,-74.011158,01-06-2017 00:25,24:24:26
01-06-2017 00:23,0,NYCT_4233,40.702776,-73.959605,01-06-2017 00:23,24:12:40
01-06-2017 00:23,0,NYCT_7748,40.849127,-73.938039,01-06-2017 00:24,24:25:59
01-06-2017 00:23,0,NYCT_4967,40.632382,-73.947609,01-06-2017 00:24,24:24:55
01-06-2017 00:23,0,NYCT_7228,40.689556,-73.954144,01-06-2017 00:24,24:25:00
01-06-2017 00:23,1,NYCT_4861,40.634371,-73.941729,01-06-2017 00:24,24:05:48
01-06-2017 00:23,0,NYCT_6735,40.724659,-73.974671,01-06-2017 00:23,24:15:00
01-06-2017 00:23,1,NYCT_4701,40.702972,-73.929714,01-06-2017 00:23,00:19:31
01-06-2017 00:23,0,NYCT_5215,40.747915,-73.969737,01-06-2017 00:23,24:11:00
01-06-2017 00:23,0,NYCT_4131,40.75957,-73.830123,01-06-2017 00:27,24:19:42
01-06-2017 00:23,0,NYCT_4575,40.663887,-73.948081,01-06-2017 00:23,24:22:20
01-06-2017 00:23,0,NYCT_6720,40.759131,-73.995833,01-06-2017 00:24,24:23:00
01-06-2017 00:23,1,NYCT_4746,40.901389,-73.896803,01-06-2017 00:23,24:17:40
01-06-2017 00:23,0,NYCT_4686,40.747825,-73.987082,01-06-2017 00:25,24:22:46
01-06-2017 00:23,1,NYCT_2665,40.761624,-73.970785,01-06-2017 00:23,24:01:44
01-06-2017 00:23,1,NYCT_3825,40.768253,-73.992502,NA,24:11:00
01-06-2017 00:23,1,NYCT_4045,40.710985,-73.95081,01-06-2017 00:23,24:20:22
01-06-2017 00:23,0,NYCT_8221,40.648338,-74.085434,01-06-2017 00:24,24:20:10
01-06-2017 00:23,1,NYCT_2557,40.723419,-73.998476,01-06-2017 00:24,24:22:30
01-06-2017 00:23,0,NYCT_4661,40.677916,-73.770571,01-06-2017 00:24,00:22:31
01-06-2017 00:23,0,NYCT_4661,40.677916,-73.770571,01-06-2017 00:24,00:28:13
01-06-2017 00:23,0,NYCT_4661,40.677916,-73.770571,01-06-2017 00:24,00:27:55
01-06-2017 00:23,1,NYCT_7023,40.636812,-74.153637,01-06-2017 00:24,24:20:04
01-06-2017 00:23,0,NYCT_5884,40.737444,-73.978133,01-06-2017 00:24,24:29:35
01-06-2017 00:23,0,NYCT_3966,40.709397,-73.959956,01-06-2017 00:24,23:23:00
01-06-2017 00:23,1,NYCT_4336,40.854968,-73.911026,01-06-2017 00:23,24:24:00
01-06-2017 00:23,1,NYCT_690,40.835976,-73.94863,01-06-2017 00:23,24:21:00
01-06-2017 00:23,1,NYCT_6493,40.705025,-73.902066,01-06-2017 00:24,23:51:59
01-06-2017 00:23,0,NYCT_4930,40.683641,-73.976392,01-06-2017 00:25,24:24:34
01-06-2017 00:23,1,NYCT_5625,40.733328,-73.987153,01-06-2017 00:24,24:18:03
01-06-2017 00:23,1,NYCT_5543,40.731627,-73.988385,01-06-2017 00:23,24:23:04
01-06-2017 00:23,1,NYCT_278,40.851527,-73.884953,01-06-2017 00:23,24:25:00
01-06-2017 00:23,0,NYCT_7151,40.660485,-73.879176,01-06-2017 00:24,24:25:53
01-06-2017 00:23,1,NYCT_8495,40.712278,-73.736319,01-06-2017 00:23,24:17:06
01-06-2017 00:23,0,NYCT_7407,40.765275,-73.815337,01-06-2017 00:23,24:23:26
01-06-2017 00:23,1,NYCT_4798,40.862751,-73.904619,01-06-2017 00:23,24:15:00
01-06-2017 00:23,0,NYCT_8124,40.576662,-74.103536,01-06-2017 00:23,24:24:17
01-06-2017 00:23,1,NYCT_8287,40.643489,-74.073692,01-06-2017 00:24,24:30:32
01-06-2017 00:23,1,NYCT_4404,40.882659,-73.888901,NA,24:21:17
01-06-2017 00:23,1,NYCT_4368,40.862341,-73.929912,01-06-2017 00:23,24:20:45
01-06-2017 00:23,1,NYCT_4358,40.839707,-73.940214,01-06-2017 00:23,24:09:00
01-06-2017 00:23,0,NYCT_4451,40.678095,-73.903332,01-06-2017 00:24,24:24:00
01-06-2017 00:23,0,NYCT_4835,40.670193,-73.92246,NA,NA
01-06-2017 00:23,1,NYCT_7053,40.607216,-74.08864,01-06-2017 00:23,24:19:13
01-06-2017 00:23,1,NYCT_6722,40.759764,-73.976303,01-06-2017 00:24,24:12:30
01-06-2017 00:23,0,NYCT_5911,40.833517,-73.857723,01-06-2017 00:24,24:15:23
01-06-2017 00:23,1,NYCT_5986,40.739236,-73.984112,01-06-2017 00:25,24:22:47
01-06-2017 00:23,0,NYCT_4592,40.686553,-73.929778,01-06-2017 00:23,24:12:08
01-06-2017 00:23,1,NYCT_4847,40.62607,-73.927893,01-06-2017 00:23,00:24:54
01-06-2017 00:23,1,NYCT_4847,40.62607,-73.927893,01-06-2017 00:23,00:26:23
01-06-2017 00:23,0,NYCT_6067,40.818066,-73.937863,01-06-2017 00:24,24:12:05
01-06-2017 00:23,0,NYCT_5620,40.760822,-73.961094,01-06-2017 00:24,24:17:01
01-06-2017 00:23,1,NYCT_2673,40.579532,-74.100593,01-06-2017 00:23,24:29:32
01-06-2017 00:23,1,NYCT_8194,40.606884,-74.067347,01-06-2017 00:24,24:25:09
01-06-2017 00:23,1,NYCT_8099,40.751507,-73.820073,01-06-2017 00:23,24:20:09
01-06-2017 00:23,0,NYCT_5932,40.784297,-73.977486,01-06-2017 00:25,24:19:06
01-06-2017 00:23,1,NYCT_5888,40.701689,-74.011586,01-06-2017 00:23,24:18:00
01-06-2017 00:23,1,NYCT_5903,40.835014,-73.86743,01-06-2017 00:23,24:18:47
01-06-2017 00:23,0,NYCT_5634,40.722453,-73.993146,01-06-2017 00:24,24:22:53
01-06-2017 00:23,0,NYCT_5039,40.640694,-73.955827,01-06-2017 00:23,24:19:53
01-06-2017 00:23,0,NYCT_6645,40.813509,-73.956171,01-06-2017 00:23,24:27:00
01-06-2017 00:23,0,NYCT_6579,40.687513,-73.913465,01-06-2017 00:24,24:24:00
01-06-2017 00:23,1,NYCT_3935,40.763257,-73.974662,01-06-2017 00:24,24:25:07
01-06-2017 00:23,0,NYCT_449,40.634408,-73.962392,01-06-2017 00:23,24:25:06
01-06-2017 00:23,0,NYCT_3984,40.737104,-73.851365,01-06-2017 00:26,24:30:11
01-06-2017 00:22,1,NYCT_2603,40.660912,-74.001106,01-06-2017 00:25,24:23:12
01-06-2017 00:23,0,NYCT_8412,40.707958,-73.795368,NA,24:14:00
01-06-2017 00:23,0,NYCT_6573,40.705963,-73.896673,NA,24:18:00
01-06-2017 00:23,1,NYCT_7147,40.619791,-74.00796,01-06-2017 00:24,24:25:09
01-06-2017 00:23,0,NYCT_2513,40.579959,-74.100053,01-06-2017 00:24,00:24:28
01-06-2017 00:23,1,NYCT_8166,40.601383,-74.072433,01-06-2017 00:23,24:16:42
01-06-2017 00:23,1,NYCT_6736,40.753749,-73.980693,01-06-2017 00:23,24:22:05
01-06-2017 00:23,1,NYCT_4762,40.821794,-73.915114,01-06-2017 00:24,24:30:10
01-06-2017 00:23,1,NYCT_4601,40.649708,-73.930163,01-06-2017 00:24,24:23:10
01-06-2017 00:23,1,NYCT_6003,40.779158,-73.823494,01-06-2017 00:25,24:25:05
01-06-2017 00:23,1,NYCT_4123,40.732584,-74.009006,01-06-2017 00:23,24:13:23
01-06-2017 00:23,1,NYCT_4432,40.730282,-73.887176,01-06-2017 00:24,24:22:09
01-06-2017 00:23,1,NYCT_3921,40.762196,-74.000923,NA,NA
01-06-2017 00:23,1,NYCT_5936,40.852212,-73.881995,01-06-2017 00:24,00:19:21
01-06-2017 00:23,0,NYCT_7239,40.666152,-73.924226,01-06-2017 00:24,24:19:59
01-06-2017 00:23,1,NYCT_446,40.616643,-74.030375,01-06-2017 00:24,24:26:12
01-06-2017 00:23,1,NYCT_4461,40.781611,-73.777946,NA,24:23:06
01-06-2017 00:23,1,NYCT_7125,40.659336,-73.805888,01-06-2017 00:25,23:52:44
01-06-2017 00:23,0,NYCT_8326,40.886738,-73.877828,01-06-2017 00:23,24:22:00
01-06-2017 00:23,1,NYCT_6037,40.735602,-73.985497,01-06-2017 00:24,24:04:07
01-06-2017 00:23,0,NYCT_5512,40.85116,-73.893652,01-06-2017 00:25,24:24:15
01-06-2017 00:23,0,NYCT_4702,40.709189,-73.960009,NA,23:51:00
01-06-2017 00:23,0,NYCT_5819,40.880711,-73.908208,01-06-2017 00:23,24:23:00
01-06-2017 00:23,0,NYCT_6845,40.738777,-73.701576,01-06-2017 00:23,24:06:00
01-06-2017 00:23,0,NYCT_315,40.829399,-73.874519,NA,NA
01-06-2017 00:23,1,NYCT_7130,40.646473,-73.912916,01-06-2017 00:23,24:18:30
01-06-2017 00:23,0,NYCT_4055,40.609065,-74.160842,01-06-2017 00:23,24:21:56
01-06-2017 00:23,1,NYCT_8394,40.884952,-73.900167,01-06-2017 00:23,24:30:44
01-06-2017 00:23,1,NYCT_7174,40.589642,-73.993345,01-06-2017 00:23,24:23:19
01-06-2017 00:23,0,NYCT_5906,40.719563,-73.818017,01-06-2017 00:25,24:19:54
01-06-2017 00:23,1,NYCT_4591,40.689587,-73.951409,01-06-2017 00:23,24:25:05
01-06-2017 00:23,1,NYCT_7152,40.614666,-73.980575,NA,23:59:44
01-06-2017 00:23,0,NYCT_5885,40.853894,-73.926671,NA,24:19:09
01-06-2017 00:23,1,NYCT_451,40.613525,-74.033055,01-06-2017 00:23,24:21:05
01-06-2017 00:23,1,NYCT_5595,40.844576,-73.902694,01-06-2017 00:24,24:19:16
01-06-2017 00:23,1,NYCT_4872,40.61225,-73.918806,01-06-2017 00:23,24:23:16
01-06-2017 00:23,1,NYCT_4608,40.585467,-73.931383,NA,24:15:00
01-06-2017 00:23,1,NYCT_6744,40.746521,-73.993884,01-06-2017 00:24,24:17:41
01-06-2017 00:23,1,NYCT_4431,40.735628,-73.88093,01-06-2017 00:24,24:28:56
01-06-2017 00:23,1,NYCT_5530,40.729334,-73.977804,01-06-2017 00:23,24:22:04
01-06-2017 00:23,1,NYCT_5530,40.729334,-73.977804,01-06-2017 00:23,24:21:58
01-06-2017 00:23,1,NYCT_7040,40.573218,-74.08742,01-06-2017 00:24,24:25:30
01-06-2017 00:23,1,NYCT_8197,40.625136,-74.135695,01-06-2017 00:23,24:22:26
01-06-2017 00:23,0,NYCT_3875,40.848305,-73.93743,NA,NA
01-06-2017 00:23,1,NYCT_5540,40.716364,-73.980281,NA,24:30:00
01-06-2017 00:23,1,NYCT_4817,40.666124,-73.826481,01-06-2017 00:25,24:24:06
01-06-2017 00:23,1,NYCT_6746,40.717228,-74.014445,NA,24:14:36
01-06-2017 00:23,0,NYCT_8196,40.576062,-74.082517,01-06-2017 00:23,24:21:41
01-06-2017 00:23,0,NYCT_750,40.635117,-73.967592,01-06-2017 00:24,24:19:52
01-06-2017 00:22,1,NYCT_5763,40.818686,-73.847951,NA,24:14:10
01-06-2017 00:23,1,NYCT_6537,40.695835,-73.905286,01-06-2017 00:24,24:24:30
01-06-2017 00:23,1,NYCT_8496,40.736756,-73.74229,01-06-2017 00:23,24:25:18
01-06-2017 00:23,1,NYCT_8184,40.577691,-74.117588,01-06-2017 00:23,24:20:14
01-06-2017 00:23,0,NYCT_5858,40.788487,-73.927216,01-06-2017 00:28,24:16:22
01-06-2017 00:23,0,NYCT_5858,40.788487,-73.927216,01-06-2017 00:28,24:21:16
01-06-2017 00:23,0,NYCT_5858,40.788487,-73.927216,01-06-2017 00:28,24:21:14
01-06-2017 00:23,0,NYCT_7614,40.633284,-73.948147,01-06-2017 00:24,24:23:00
01-06-2017 00:23,0,NYCT_7614,40.633284,-73.948147,01-06-2017 00:24,24:26:00
01-06-2017 00:23,1,NYCT_6580,40.740826,-73.853666,01-06-2017 00:23,24:23:55
01-06-2017 00:23,0,NYCT_366,40.655726,-74.011246,01-06-2017 00:24,24:18:00
01-06-2017 00:23,1,NYCT_6369,40.81994,-73.954706,01-06-2017 00:23,24:32:00
01-06-2017 00:23,1,NYCT_6081,40.826587,-73.946617,01-06-2017 00:24,24:13:41
01-06-2017 00:23,1,NYCT_2652,40.728609,-73.994085,01-06-2017 00:25,24:15:03
01-06-2017 00:23,0,NYCT_1241,40.785484,-73.931307,01-06-2017 00:23,24:23:00
01-06-2017 00:23,0,NYCT_6728,40.839061,-73.941225,01-06-2017 00:25,24:20:56
01-06-2017 00:23,0,NYCT_4406,40.884404,-73.914652,01-06-2017 00:23,24:23:56
01-06-2017 00:23,1,NYCT_4448,40.700424,-73.90473,NA,24:14:22
01-06-2017 00:23,1,NYCT_5577,40.810697,-73.927703,01-06-2017 00:26,24:23:00
01-06-2017 00:23,1,NYCT_8133,40.643253,-74.074295,01-06-2017 00:24,24:30:44
01-06-2017 00:23,0,NYCT_8002,40.711535,-73.738048,NA,24:18:35
01-06-2017 00:23,0,NYCT_4615,40.63614,-73.928716,01-06-2017 00:24,24:21:32
01-06-2017 00:23,0,NYCT_4615,40.63614,-73.928716,01-06-2017 00:24,24:21:35
01-06-2017 00:23,1,NYCT_6772,40.730237,-73.990609,01-06-2017 00:23,24:12:00
01-06-2017 00:23,0,NYCT_8107,40.679617,-73.76164,01-06-2017 00:24,24:25:00
01-06-2017 00:23,0,NYCT_6420,40.785417,-73.955481,01-06-2017 00:23,24:22:34
01-06-2017 00:23,0,NYCT_4888,40.572785,-73.998679,01-06-2017 00:24,00:25:22
01-06-2017 00:23,0,NYCT_4887,40.577047,-73.980959,01-06-2017 00:24,24:25:12
01-06-2017 00:23,0,NYCT_4447,40.699131,-73.915236,01-06-2017 00:25,24:24:12
01-06-2017 00:23,0,NYCT_422,40.625101,-74.017511,01-06-2017 00:24,24:16:24
01-06-2017 00:23,0,NYCT_422,40.625101,-74.017511,01-06-2017 00:24,24:17:23
01-06-2017 00:23,0,NYCT_5759,40.85245,-73.904055,01-06-2017 00:24,24:24:06
01-06-2017 00:23,1,NYCT_4277,40.566699,-74.113666,01-06-2017 00:25,24:24:38
01-06-2017 00:23,1,NYCT_8028,40.722578,-73.737,01-06-2017 00:23,24:24:39
01-06-2017 00:23,0,NYCT_6879,40.724843,-73.753844,NA,24:21:04
01-06-2017 00:23,1,NYCT_6065,40.834352,-73.940943,01-06-2017 00:24,24:22:57
01-06-2017 00:23,1,NYCT_8317,40.608089,-74.15717,01-06-2017 00:23,24:23:58
01-06-2017 00:23,0,NYCT_4331,40.69599,-73.97492,01-06-2017 00:24,24:20:08
01-06-2017 00:23,0,NYCT_360,40.645734,-73.994749,01-06-2017 00:24,24:21:58
01-06-2017 00:23,0,NYCT_4405,40.830007,-73.930999,01-06-2017 00:24,24:13:26
01-06-2017 00:23,1,NYCT_7124,40.691321,-73.987006,01-06-2017 00:24,24:20:43
01-06-2017 00:23,0,NYCT_4338,40.868616,-73.842681,01-06-2017 00:23,24:24:42
01-06-2017 00:23,1,NYCT_747,40.656359,-73.914433,01-06-2017 00:24,24:19:30
01-06-2017 00:23,0,NYCT_6903,40.718268,-73.765551,01-06-2017 00:23,24:16:30
01-06-2017 00:23,0,NYCT_6903,40.718268,-73.765551,01-06-2017 00:23,24:17:15
01-06-2017 00:23,1,NYCT_4734,40.896801,-73.896845,01-06-2017 00:23,24:24:12
01-06-2017 00:23,1,NYCT_8359,40.8491,-73.933207,01-06-2017 00:23,24:23:44
01-06-2017 00:23,0,NYCT_5848,40.807284,-73.944327,01-06-2017 00:25,24:18:46
01-06-2017 00:23,0,NYCT_4748,40.878116,-73.90536,01-06-2017 00:24,24:29:37
01-06-2017 00:23,1,NYCT_5053,40.669345,-73.950549,01-06-2017 00:23,24:15:00
01-06-2017 00:23,0,NYCT_7138,40.666388,-73.903138,01-06-2017 00:23,24:20:19
01-06-2017 00:23,1,NYCT_6397,40.830824,-73.936042,01-06-2017 00:24,24:25:49
01-06-2017 00:23,1,NYCT_5304,40.73848,-73.999513,01-06-2017 00:23,24:19:00
01-06-2017 00:23,0,NYCT_3998,40.747533,-73.884872,01-06-2017 00:24,24:28:00
01-06-2017 00:23,1,NYCT_5882,40.761215,-73.963896,01-06-2017 00:25,24:23:55
01-06-2017 00:23,0,NYCT_6061,40.714905,-73.992464,01-06-2017 00:24,24:07:24
01-06-2017 00:23,1,NYCT_8441,40.680269,-73.755334,01-06-2017 00:23,24:23:37
01-06-2017 00:23,0,NYCT_6813,40.675802,-73.930179,01-06-2017 00:23,24:14:56
01-06-2017 00:23,0,NYCT_5264,40.828686,-73.843253,01-06-2017 00:25,24:27:56
01-06-2017 00:23,1,NYCT_262,40.605561,-73.961748,01-06-2017 00:24,24:20:47
01-06-2017 00:23,1,NYCT_262,40.605561,-73.961748,01-06-2017 00:24,24:21:47
01-06-2017 00:23,0,NYCT_6709,40.857992,-73.926481,01-06-2017 00:24,24:18:00
01-06-2017 00:23,0,NYCT_7225,40.682134,-73.911603,01-06-2017 00:24,24:21:00
01-06-2017 00:23,1,NYCT_5007,40.573052,-73.99358,01-06-2017 00:24,24:25:13
01-06-2017 00:23,0,NYCT_5245,40.719682,-74.005185,01-06-2017 00:24,24:15:37
01-06-2017 00:23,0,NYCT_4114,40.726336,-73.936897,01-06-2017 00:24,24:26:00
01-06-2017 00:23,0,NYCT_7216,40.720342,-73.908733,01-06-2017 00:23,00:23:27
01-06-2017 00:23,1,NYCT_4826,40.67938,-73.87992,01-06-2017 00:23,24:21:08
01-06-2017 00:23,1,NYCT_8373,40.874938,-73.879929,01-06-2017 00:23,24:15:00
01-06-2017 00:23,1,NYCT_5552,40.70166,-74.011716,01-06-2017 00:24,24:12:00
01-06-2017 00:23,0,NYCT_5043,40.612399,-73.927244,01-06-2017 00:23,24:26:00
01-06-2017 00:23,0,NYCT_5964,40.813577,-73.956447,01-06-2017 00:24,24:24:00
01-06-2017 00:23,1,NYCT_4560,40.737768,-73.92934,01-06-2017 00:23,24:23:25
01-06-2017 00:23,1,NYCT_417,40.655649,-73.90715,01-06-2017 00:24,24:29:10
01-06-2017 00:23,0,NYCT_7726,40.834596,-73.918238,01-06-2017 00:23,24:13:00
01-06-2017 00:23,0,NYCT_470,40.65172,-73.930681,01-06-2017 00:23,24:23:00
01-06-2017 00:23,1,NYCT_3925,40.703805,-74.014351,01-06-2017 00:23,24:09:28
01-06-2017 00:23,0,NYCT_5578,40.878057,-73.884783,01-06-2017 00:25,24:24:00
01-06-2017 00:23,0,NYCT_6518,40.751349,-73.832205,01-06-2017 00:24,24:23:27
01-06-2017 00:23,1,NYCT_4590,40.626355,-73.956512,01-06-2017 00:24,24:10:58
01-06-2017 00:23,0,NYCT_7210,40.742394,-73.918242,01-06-2017 00:24,24:32:01
01-06-2017 00:23,1,NYCT_3874,40.767324,-73.981685,01-06-2017 00:23,24:05:00
01-06-2017 00:23,1,NYCT_6821,40.677133,-73.900465,01-06-2017 00:25,24:01:00
01-06-2017 00:23,1,NYCT_4189,40.76816,-73.862291,01-06-2017 00:23,24:14:35
01-06-2017 00:23,0,NYCT_8050,40.721359,-73.731167,01-06-2017 00:23,24:20:07
01-06-2017 00:23,0,NYCT_1212,40.840505,-73.91265,01-06-2017 00:24,24:13:07
01-06-2017 00:23,1,NYCT_3995,40.698067,-73.925465,01-06-2017 00:24,24:25:37
01-06-2017 00:23,0,NYCT_5516,40.726232,-73.983404,01-06-2017 00:24,24:24:22
01-06-2017 00:23,0,NYCT_5516,40.726232,-73.983404,01-06-2017 00:24,24:24:17
01-06-2017 00:23,1,NYCT_4449,40.707548,-73.961392,01-06-2017 00:23,00:20:37
01-06-2017 00:23,1,NYCT_786,40.645141,-74.017517,01-06-2017 00:24,24:16:37
01-06-2017 00:23,1,NYCT_5676,40.816288,-73.918477,01-06-2017 00:24,24:24:43
01-06-2017 00:23,1,NYCT_5835,40.776246,-73.947877,01-06-2017 00:24,24:22:45
01-06-2017 00:23,1,NYCT_5727,40.822324,-73.855955,01-06-2017 00:24,24:27:00
01-06-2017 00:23,0,NYCT_4871,40.599216,-73.952916,01-06-2017 00:24,24:26:00
01-06-2017 00:23,0,NYCT_6766,40.763737,-73.977619,NA,23:43:44
01-06-2017 00:23,0,NYCT_6827,40.666945,-73.872024,01-06-2017 00:23,24:14:00
01-06-2017 00:23,1,NYCT_8303,40.564629,-74.115557,NA,24:09:21
01-06-2017 00:23,1,NYCT_6760,40.794668,-73.95083,NA,24:15:41
01-06-2017 00:23,0,NYCT_3922,40.759598,-73.960013,01-06-2017 00:23,24:17:00
01-06-2017 00:23,1,NYCT_4864,40.633972,-73.948183,01-06-2017 00:25,24:22:46
01-06-2017 00:23,1,NYCT_6536,40.700471,-73.90465,01-06-2017 00:24,24:26:22
01-06-2017 00:23,1,NYCT_6799,40.70201,-73.804897,01-06-2017 00:25,24:27:00
01-06-2017 00:23,1,NYCT_369,40.641107,-73.945933,01-06-2017 00:23,24:16:31
01-06-2017 00:23,1,NYCT_5897,40.737662,-74.005669,NA,NA
01-06-2017 00:23,0,NYCT_4812,40.605993,-73.986775,01-06-2017 00:23,24:19:23
01-06-2017 00:23,1,NYCT_4194,40.766663,-73.827442,01-06-2017 00:24,24:24:01
01-06-2017 00:23,0,NYCT_5711,40.729855,-73.989671,NA,24:22:29
01-06-2017 00:23,0,NYCT_313,40.828424,-73.927536,01-06-2017 00:24,24:21:42
01-06-2017 00:23,0,NYCT_8220,40.626448,-74.131273,01-06-2017 00:23,24:20:24
01-06-2017 00:23,1,NYCT_4602,40.614758,-73.928189,NA,24:24:05
01-06-2017 00:23,0,NYCT_4733,40.874865,-73.90935,01-06-2017 00:24,00:44:42
01-06-2017 00:23,0,NYCT_7581,40.622508,-74.011079,01-06-2017 00:24,24:25:30
01-06-2017 00:23,0,NYCT_2592,40.764794,-73.976849,01-06-2017 00:24,24:11:00
01-06-2017 00:23,0,NYCT_7775,40.851479,-73.908676,01-06-2017 00:24,24:14:03
01-06-2017 00:23,0,NYCT_303,40.803773,-73.872804,01-06-2017 00:24,24:19:32
01-06-2017 00:23,0,NYCT_5720,40.714157,-73.980573,NA,24:18:00
01-06-2017 00:23,0,NYCT_6809,40.662366,-73.93063,01-06-2017 00:24,24:20:41
01-06-2017 00:23,0,NYCT_5718,40.754436,-73.971775,01-06-2017 00:24,24:07:29
01-06-2017 00:23,1,NYCT_4048,40.748536,-73.938451,01-06-2017 00:24,24:25:48
01-06-2017 00:23,1,NYCT_3867,40.831588,-73.946682,01-06-2017 00:24,24:20:36
01-06-2017 00:23,0,NYCT_6563,40.68815,-73.978999,01-06-2017 00:24,24:21:13
01-06-2017 00:23,0,NYCT_675,40.848958,-73.932867,01-06-2017 00:24,24:25:07
01-06-2017 00:23,0,NYCT_7115,40.687552,-73.8507,01-06-2017 00:23,24:26:28
01-06-2017 00:23,0,NYCT_7428,40.719676,-73.818076,01-06-2017 00:23,24:27:24
01-06-2017 00:23,0,NYCT_4392,40.860529,-73.93083,01-06-2017 00:24,24:22:53
01-06-2017 00:23,1,NYCT_5041,40.655837,-73.959913,01-06-2017 00:24,24:24:02
01-06-2017 00:23,0,NYCT_5752,40.820651,-73.891238,01-06-2017 00:23,24:22:00
01-06-2017 00:23,0,NYCT_4694,40.712842,-73.783018,01-06-2017 00:25,00:22:42
01-06-2017 00:23,1,NYCT_321,40.807585,-73.85229,NA,NA
01-06-2017 00:23,1,NYCT_8404,40.703353,-73.795909,01-06-2017 00:25,24:21:00
01-06-2017 00:23,1,NYCT_5755,40.824739,-73.891768,01-06-2017 00:24,24:19:00
01-06-2017 00:23,0,NYCT_7618,40.656773,-73.90393,01-06-2017 00:23,24:20:41
01-06-2017 00:23,0,NYCT_4415,40.876582,-73.883387,01-06-2017 00:25,24:26:01
