id,director
2114,Lawrence Guterman
9081,Cameron Crowe
2057,Pete Docter|Roger Gould
10808,Chris Nahon
8007,Tony Scott
8922,Dominic Sena
11232,Bobby Farrelly|Peter Farrelly
11467,Owen Hurley
768,Darrell Rooney|Jeannine Roussel
2100,Peter Howitt
2043,Hironobu Sakaguchi|Motonori Sakakibara
39939,Richard Linklater
2018,Michael Cristofer
9896,Steve Carr
5279,John Moore
11470,Victor Salva
6073,James Mangold
10866,Joe Roth
10950,Albert Hughes|Allen Hughes
467,Rod Lurie
10596,Lee Tamahori
10829,Jay Chandrasekhar
2144,Adam Shankman
12508,Jerry Zucker
22643,Robert Altman
167,James Isaac
12658,Gore Verbinski
17203,John Dahl
12103,Jessie Nelson
9378,Nick Hamm
9290,Ringo Lam
12149,Brent Maddock
21448,Harald Zwart
5852,Stephen Herek
11457,Jamie Mitchell
6440,Iain Softley
11313,Tony Goldwyn
1548,Paddy Breathnach
2176,Gary Fleder
2749,Steve Beck
11065,Simon Wincer
20857,Bill Paxton
9397,Tony Craig|Rick Schneider-Calabash|Roberts Gannaway
10050,Luis Mandoki
10833,Irwin Winkler
8489,Lasse HallstrÃ¶m
331214,Scott Hicks
10972,Terry Zwigoff
11371,Daniel Sackheim
1365,John Herzfeld
10956,Tim Blake Nelson
25587,Brian Robbins
10877,Ivan Reitman
2575,Tommy O'Haver
1921,David Mirkin
8386,Michael Mann
16300,Phil Alden Robinson|Richard Loncraine|Mikael Salomon|David Nutter|Tom Hanks|David Leland|David Frankel|Tony To
10646,Brad Anderson
6007,Frank Oz
11086,Marc Forster
12138,Dennie Gordon
15024,Charles Grosvenor
23949,Andrzej Bartkowiak
28635,John Boorman
14034,Pat O'Connor
14752,Jesse Dylan
10016,Chris Weitz|Paul Weitz
10878,Gregory Poirier
2779,Petter NÃ¦ss
11091,Frank Darabont
10706,Demian Lichtenstein
12610,Uli Edel
10778,Richard Linklater
10796,Chris Angel
9104,Sam Weisman
24940,Farhan Akhtar
10491,John Carpenter
9799,Dennis Dugan
441,Woody Allen
9816,Penny Marshall
19076,Jean de Segonzac
9517,Bobby Farrelly|Peter Farrelly
59940,Joel Coen
1999,James Wong
10054,Gregor Jordan
5955,Mark Waters
13403,Michael Apted
9991,Rob Cohen
3172,Michel Gondry
11090,Thomas Carter
7501,Charles Shyer
14543,Larry Clark
56715,Kari Skogland
10691,Todd Field
16229,Robert Rodriguez
28171,Sean Penn
10477,John Cameron Mitchell
14369,Barry Skolnick
11845,Barry Levinson
27601,Luke Greenfield
5764,Brian Koppelman|David Levien
13496,Josh Oreck
9740,Jean-Marie PoirÃ©
11456,John Stockwell
14782,Erik SkjoldbjÃ¦rg
2084,Mojtaba Mirtahasebi|Kaveh Moinfar|Mohsen Makhmalbaf
19405,Renny Harlin
26290,Brendan Malloy|Emmett Malloy
4965,Patrice ChÃ©reau
32577,Lloyd Kaufman
20755,Peter Hewitt
9523,Les Mayfield
21597,Ridley Scott
13503,Harold Becker
51532,Tom McLoughlin
12660,Jez Butterworth
24478,Chuck Sheetz
26602,Sandra Goldbacher
2171,Gary Fleder
10984,John Duigan
31002,Bill Bannerman
11088,Ray Lawrence
6935,Sam Irvin
38975,Steve Miner
4012,Allan Arkush
34549,Gillian Armstrong
23685,David M. Evans
39180,Mike Tollin
16550,David Wain
50035,Jamie Blanks
20536,Albert Pyun
18976,David Mamet
10615,Ariel Zeitoun|Julien Seri
57047,Brian Henson
17708,Henry Bean
12312,Tim Hill
1783,Henry Selick
32593,John Whitesell
11889,Todd Solondz
31010,Nicole Holofcener
11469,Billy Crystal
9648,Dick Lowry
26976,Louis C.K.
15601,John Irvin
331,Rob Pritts
15192,John Pasquin
19366,David L. Cunningham
1722,Caroline Thompson
28308,Richard Eyre
37632,Jon Avnet
26014,Gil Junger
2141,Mark Joffe
13166,Mike Nichols
20004,Jim Stenstrum
26840,Joe Johnston
29742,Tim Blake Nelson
15647,Harry Elfont|Deborah Kaplan
30416,John Madden
71885,Jonas McCord
40415,Sheldon Lettich
11370,Steve Rash
35080,Mark Rydell
12484,Tom Green
35583,Matt Codd
18734,Vicky Jenson|Andrew Adamson
20309,Manny Coto
9683,Charles Herman-Wurmfeld
200813,Jan Harlan
12900,Steve Boyum
20794,Philippe Harel
16723,Peter Hyams
36269,Peter Bogdanovich
43575,J.S. Cardone
11380,Russell Mulcahy
1282,Michael Cuesta
27834,J.B. Rogers
26475,Blair Hayes
57892,Alastair Fothergill
13408,Frank Pierson
19058,David Atkins
15745,Francine McDougall
14033,Craig Shapiro
10836,William R. Kowalchuk Jr.
21997,Ernest R. Dickerson
34205,Stacy Peralta
25753,Roman Coppola
35703,Alan Cumming|Jennifer Jason Leigh
35831,YÄ±lmaz ErdoÄŸan
17612,DJ Pooh
16161,Dick Maas
3003,Jon Favreau
15098,Stephen Carpenter
107548,Stuart Gordon
46004,Mariano Barroso
2029,Mary Lambert
18828,Guy Magar
30140,Steve Purcell
50573,Jean-Paul SalomÃ©
57961,LÃ©a Pool
155,John Singleton
10681,Stuart Orme
1726,Jordan Melamed
8681,Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla
217,Paul Hoen
8966,Ã‰tienne Chatiliez
10764,George Gallo
9502,Thomas Riedelsheimer
13523,Blair Treu
11631,Maurice Devereaux
4922,Christopher Nolan
1735,Andrew Stanton
1724,Jon Favreau
13223,Pierre Morel
10527,Steven Spielberg
11253,Catherine Hardwicke
8247,Marc Forster
88751,Mark Osborne|John Stevenson
8909,Sean Anders
13179,Phyllida Lloyd
12405,David Fincher
13387,Rob Cohen
2253,Louis Leterrier
7840,Clint Eastwood
8960,Eric Darnell|Tom McGrath
12162,Guillermo del Toro
9029,Doug Liman
2454,Eric Brevig
7446,Timur Bekmambetov
13027,Bradley Raymond
14574,Danny Boyle|Loveleen Tandan
7555,Olivier Megaton
10483,Bryan Singer
8328,Roland Emmerich
10200,Peter Berg
11127,Kathryn Bigelow
11321,Tom Vaughan
7191,Andrew Adamson
13053,Ben Stiller
9870,D.J. Caruso
6972,Mark Herman
10201,Sylvester Stallone
14306,Paul W.S. Anderson
12113,Jon M. Chu
4944,Scott Derrickson
6557,Edward Neumeier
2309,Gabriele Muccino
8065,Matt Reeves
8848,Chris Williams|Byron Howard
12133,Nicholas Stoller
8390,Baz Luhrmann
8676,Peyton Reed
8456,David Frankel
10189,Ridley Scott
12163,Ethan Coen|Joel Coen
10202,Anne Fletcher
13056,Iain Softley
13051,Robert Luketic
13515,Roger Donaldson
7461,Adam McKay
10358,Adam Brooks
11665,Andy Tennant
15373,Jeff Wadlow
13486,David Gordon Green
11499,Darren Aronofsky
11887,Adam Shankman
8055,Lexi Alexander
9381,John Moore
19173,Alexandre Aja
8321,Pete Travis
3580,Kevin Smith
8204,Peter Segal
13335,David Wain
13401,Russell Mulcahy
13971,Ron Howard
13012,Kenny Ortega
14059,Stephen Daldry
15854,Mathieu Kassovitz
1266,Christian Molina
12182,Martin McDonagh
12193,Clint Eastwood
15157,Mark Waters
13001,Jon Hurwitz|Hayden Schlossberg
12620,Griffin Dunne
13042,Nick Moore
12180,Ric Roman Waugh
11917,Robert Vince
12177,Raman Hui
7459,David Ayer
5038,Peter Sollett
12222,Seth Gordon
12783,Damon Santostefano
10503,Robert C. Cooper
1729,Fred Wolf
8881,Doug Sweetland
13413,Dave Filoni
13389,David Hackl
6687,Marco Schnabel
13291,Lana Wachowski|Lilly Wachowski
10661,Woody Allen
13813,Jimmy Hayward|Steve Martino
21583,Saul Dibb
8090,Mike Leigh
32790,Rob Minkoff
21861,Steven Soderbergh
10665,Angus MacLane
12914,Jon Avnet
10139,Brad Anderson
10529,Jeffrey Nachmanoff
8836,Dennis Dugan
14359,Edward Zwick
14976,Stephen Belber
14447,Gregory Hoblit
13600,Craig Pryce
10761,Lisa Azuelos
12184,Bryan Bertino
13825,Martin Wood
13018,Gus Van Sant
13809,Howard McCain
9030,Chris Carter
11671,John Patrick Shanley
13184,Jonathan Demme
7278,Nick Park
8988,Gil Kenan
8457,Paul Weiland
4960,Justin Chadwick
14197,John Glenn|Charles Crossin|Ronaldo Nacionales|Markian Saray
8338,Marcel Langenegger
8285,Guy Ritchie
14349,David Moreau|Xavier Palud
14637,Isabel Coixet
13510,Oxide Pang Chun|Danny Pang
12690,Jason Friedberg|Aaron Seltzer
17436,Kimberly Peirce
8645,Steven Brill
13460,Charlie Kaufman
18032,Yann Samuell
16763,Fernando Meirelles
18533,Frank Miller
8885,William Maher
13752,Rod Lurie
27996,James Watkins
4564,Ed Harris
10186,Gregor Jordan
18198,M. Night Shyamalan
10199,Neil Marshall
13009,GÃ¡bor CsupÃ³
25741,Louis Morneau
11918,Nicolas Winding Refn
12837,Ari Folman
14098,Joachim RÃ¸nning|Espen Sandberg
17606,Craig Shapiro
14405,Michael Patrick King
12165,Peter Cattaneo
4148,Conrad Helten
4953,Robert Stevenhagen|Sam Fell
13090,Jay Lee
12889,Michael Henger|Kari Juusonen
14305,Craig Mazin
11152,Gina Prince-Bythewood
13655,Eric Red
12797,Richard Eyre
10360,Raja Gosnell
17622,Guillermo Arriaga
13190,Sam Mendes
13988,Michel Gondry
13253,Christine Jeffs
16353,Peter Avanzino
12178,Mikael Salomon
13150,Carter Smith
13220,Matthew Diamond
42982,David Koepp
13827,Steve McQueen
8780,Kari Skogland
13541,Chuck Patton
13991,Josef Rusnak
33409,Dwayne Carey-Hill
7353,Tony Jaa|Panna Rittikrai
12568,Bharat Nalluri
10885,Gavin O'Connor
13493,Toby Wilkins
21755,Seth Green
11260,S.R. Bindler
14154,Michael McCullers
13812,Vadim Jean
12912,Deb Hagan
14011,Cyrus Nowrasteh
12192,Dennis Lee
6933,Julian Jarrold
23966,Masayuki Ochiai
12689,Roger Kumble
10190,Rian Johnson
14851,Brian Robbins
22419,Stuart Gillard
12085,John Erick Dowdle
13004,Marcos Siega
19929,Dave Bullock
13690,Marc SchÃ¶lermann
13849,Eric Valette
13851,Marcel Sarmiento|Gadi Harel
10362,Gurinder Chadha
13944,Alan Ball
10188,Rupert Wyatt
14325,Gregory Mackenzie
14220,Callie Khouri
10900,Gino Nichele
13972,Jens Hoffmann
17108,Matthew O'Callaghan|Todd Wilderman
15671,Paul Andrew Williams
16164,Yasuhiro Aoki|Futoshi Higashide|Toshiyuki Kubooka|Hiroshi Morioka|Jong-Sik Nam|Shoujirou Nishimi
13506,James Gray
13954,Rodrigo GarcÃ­a
14326,Sanaa Hamri
13160,Gary Fleder
11802,Fred Wolf
13172,Jennifer Chambers Lynch
13279,Diane English
17210,Chu Yen-ping
10183,Stephen Herek
14655,John Madden
25329,Andrey Kravchuk
14422,Ben Rock
10378,George C. Wolfe
13613,Jeff Lowell
15262,Kirk De Micco
15208,Steve Conrad
14212,Neil LaBute
13489,Yavar Abbas
13459,Courtney Hunt
14642,Malcolm D. Lee
12245,Yam Laranas
14613,Craig Lucas
16899,Sacha Goedegebure
14215,Steve Miner
16000,Gary Jones
14073,Juraj Jakubisko
8617,Joel Soisson
7916,P.J. Pesce
14476,William Lau
13973,Jim Torres
16350,Ãlex de la Iglesia
13191,Jay Oliva
13990,Stephan Elliott
8944,David Denneen
13300,Alex Winter
15801,Ashutosh Gowariker
14728,Nelson McCormick
14556,Uwe Boll
8884,Neil Thompson
63287,Clark Gregg
17314,Fabrice Du Welz
14050,Joshua Seftel
14423,Jonathan Levine
1782,Barry Levinson
14299,Larry Bishop
33821,Brian Goodman
16710,Jonathan Frakes
16266,Fred CavayÃ©
18176,Gerald McMorrow
13805,Lori Petty
14048,Roel ReinÃ©
14771,Jay Roach
12412,David E. Talbert
20036,Gilles Bourdos
18570,Darnell Martin
24411,Alberto Sironi
54102,Tyler Perry
13803,Nick Everhart
13596,Brett Simon
8279,Jason Friedberg|Aaron Seltzer
16342,James Marsh
16179,Mike Maguire|Tom Kuntz
10185,Spike Lee
14353,Catherine Cyran
13256,Robert Kenner
14878,Isaac Florentine
14538,Susanna White|Simon Cellan Jones
15044,John Simpson
14863,Howard Deutch
31216,CÃ©dric Klapisch
15616,Tom Shankland
18616,John Suits|Gabriel Cowan
13007,RyÃ»hei Kitamura
10187,Darren Lynn Bousman
13793,Simon Hunter
9022,Daniel Myrick
16971,Daniel Lee
17166,Philip Martin
13094,Don E. FauntLeRoy
16005,Shamim Sarif
4204,Steve Miner
16056,Dave Payne
14914,Larry Charles
23963,Joshua Michael Stern
33035,Baillie Walsh
60086,Jonathan Levine
17171,James Honeyborne
13107,Jeff Buhler
20268,Gregg Bishop
8266,Neil Burger
14940,Nigel Cole
10523,Rowan Woods
9262,Marc Abraham
14061,Bruce McDonald
15741,Ian Fitzgibbon
14438,Jonas Barnes|Michael Manasseri
17334,
14244,Mark Pellington
12890,Bruno Barreto
16061,Jean-Paul SalomÃ©|Serge Boutleroff
31451,Matt Aselton
8282,Oliver Stone
8669,George Gallo
14539,John Maybury
13956,AgnÃ¨s Merlet
12400,Alex Kendrick
8929,James Dodson
17631,Marty Callner
10488,Noam Murro
15641,Yoshihiro Nishimura
10289,Ryan Little
14871,Olivier Assayas
15706,Jon Poll
14248,Ching Siu-Tung
15544,Ben Stassen
14643,David Mamet
19422,Jean-StÃ©phane Sauvaire
13058,Gianni Di Gregorio
13260,Jennifer Flackett|Mark Levin
14745,Eric Bross
16409,FranÃ§ois Desagnat|Thomas Sorriaux
13092,Darren Grant
18585,Todd Stephens
40925,Anthony Leondis
14833,Adam Jay Epstein|Andrew Jacobson
16611,Christian Duguay
21910,Dan Zeff
4627,Noel Clarke
14660,Kent Alterman
22007,Mickey Liddell
16564,Joel Hopkins
55281,Robert B. Weide
15749,Robert Allan Ackerman
8942,James Bolton
3511,Robby Henson
13989,Rigoberto CastaÃ±eda
14255,Jeremiah Kipp|Zeke Dunn|Nicole Real|Glenn McQuaid
8281,Marco Kreuzpaintner
15342,Daniel Myrick
20313,Gideon Raff
13490,Martin Koolhoven
22152,Tibor TakÃ¡cs
14541,Susan Montford
14145,Kelly Reichardt
15088,Sean Ellis
14054,Jon Cassar
16346,Joel Soisson
8359,Samuel Benchetrit
22371,Anne Fontaine
19611,
14070,Malcolm D. Lee
168643,Derick Martini
13692,Michael Simon
21182,Pete Riski
14301,Stuart Gillard
31299,David Gordon Green
19311,Steven Jacobson
19237,Patricia Rozema
14467,Lev L. Spiro
15511,Benny Chan
63315,A.R. Murugadoss
29751,Duane Clark
18911,Austin Chick
20181,Sally George|Stephen Walker
15126,Joss Whedon
14765,Paul Morrison
8926,Tatia Rosenthal
22600,Chris Moore
13200,Abbas Tyrewala
63193,Mike Nawrocki
16450,Tom Putnam
16921,Steven Smith
13996,Stephen Reynolds
15465,Uwe Boll
14452,Bouli Lanners
14859,Olivier Marchal
12621,Antonio Campos
15531,Ralph Ziman
24330,Lucky McKee|Trygve Allister Diesen
26901,Peter Werner
15457,Brian Smrz
14575,Adam Gierasch
13429,Randall Miller
26010,Michel Delgado
16867,Jeff King
16919,Todd Kessler
15991,Andrew Fleming
7351,Gil Junger
12179,Eduardo SÃ¡nchez
15011,Bruce LaBruce
13003,Christophe Barratier
15467,Adrian Vitoria
16277,Olly Blackburn
16279,Nicky Li Chung-Chi
54330,Damian Harris
8747,Sam Dunn
18089,Frank Henenlotter
15435,Erick Zonca
53955,Morgan Spurlock
20382,Paddy Breathnach
36131,Alex Gibney
43727,
19658,Jean-Paul Lilienfeld
7944,Sean McGinly
9736,Kim Jin-Yeong
317190,Elissa Down
20764,Jeremy Lovering
53214,Vincent Garenq
24133,Silvio Muccino
26018,Jared Drake
12683,
22556,Dan Ireland
15365,Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla
140656,Martin Scorsese
20033,Jean Becker
8899,Andy Goddard
19222,Alex Rivera
20529,Patrick Hughes
15942,Adam Fields
13636,James Colquhoun
23190,Michael Roesch|Peter Scheerer
36124,Udayan Prasad
13797,Charles Robert Carner
32579,Andy Muschietti
34482,Chip Hale
15584,Jean-Pierre Dardenne|Luc Dardenne
23174,William Malone
16999,Nina Paley
20034,Olivier Van Hoofstadt
17630,Chris Bell
26233,David de Vries
11115,Aaron Aites
19116,John Gulager
14847,Patricia Riggen
12410,Michael Lembeck
13578,Kurt Kuenne
19197,Josef Rusnak
15705,Pitof
33871,Mark Tonderai
30969,Allan Mauduit
176297,Phil Flores|Mitchell Altieri
15846,Gil Cates Jr.
14758,David R. Ellis
19375,Eric Styles
20414,Vicente Amorim
16194,T. Sean Shannon
15450,Steven Sheil
18094,Sharon Maguire
24475,Michael Grossman
41362,Louis C.K.|Shannon Hartman
14795,Yann Demange
37432,J.T. Petty
62459,Marianna Palka
13808,Tom Gustafson
13180,Carlo Verdone
13359,Mark Hartley
8064,Tyler Perry
14298,Sacha Gervasi
20113,Christian Duguay
27374,Mark Rosman
13643,Lars Jacobson|Amardeep Kaleka
27258,Tom McLoughlin
14582,Steve Hoefer
8908,Joel Viertel
27618,Peter Joseph
105759,Nathan Frankowski
18635,Ã–zgÃ¼r Yildirim
17358,Shane Meadows
14419,Mikael Salomon
70027,Joel Anderson
24328,Rocco Urbisci
118309,Christopher Denham
32836,Paul Gross
19079,Emir Kusturica
27621,Richard Gale
12411,Philip Sansom|Olly Williams
39393,Michael McGowan
13676,Mauro Lima
15125,Antoine de Caunes
23619,Denny Tedesco
22258,John Lasseter|Victor Navone|Rob Gibbs
33295,Tom Hooper
253353,
19713,Daniel Barnz
77974,Paul Hoen
15953,Steve Jacobs
161337,Breno Silveira
1771,Peggy Holmes
64690,Marc Caro
12445,Giulio Manfredonia
1865,
61791,Kristopher Belman
10195,Bruce Hendricks
49530,Oliver Irving
47327,
27582,Nacho G. Velilla
45612,Juno John Lee
56292,Joe Johnston
50646,Nicolas Winding Refn
65754,David Yates
51876,Rob Marshall
49444,Rupert Wyatt
50546,Kenneth Branagh
51540,Andrew Niccol
39254,Patrick Lussier
50544,Simon West
52449,Duncan Jones
58574,Brad Bird
49013,Glenn Ficarra|John Requa
44912,David Fincher
45243,Neil Burger
41630,Jennifer Yuh
17578,Dennis Dugan
55721,Seth Gordon
48988,Shawn Levy
37686,Will Gluck
23629,Jake Kasdan
49730,Guy Ritchie
50619,John Lasseter|Brad Lewis
76025,Martin Campbell
79218,Todd Phillips
58224,Ivan Reitman
8967,Steven Spielberg
46529,Paul Feig
46195,Bobby Farrelly|Peter Farrelly
74643,J.J. Abrams
38317,Zack Snyder
49849,Catherine Hardwicke
86130,Bill Condon
57212,Steve McQueen
40807,Karen Disher
44896,Mark Waters
49520,Terrence Malick
44826,D.J. Caruso
50348,Carlos Saldanha
71676,Michel Hazanavicius
51828,Frank Coraci
49021,Jon Favreau
48171,Bradley Raymond
51162,Steven Spielberg
52451,Jonathan Levine
73358,Gore Verbinski
58232,David Dobkin
71672,Martin Scorsese
59436,Brad Furman
38321,Mark Neveldine|Brian Taylor
51052,Lone Scherfig
57157,Gary McKendry
59440,Mikael HÃ¥fstrÃ¶m
59965,Stephen Anderson|Don Hall
48138,Paul W.S. Anderson
38050,David Hare
37958,Phil Traill
60420,Declan O'Brien
59861,Woody Allen
39513,Scott Stewart
75736,Sarah Smith|Barry Cook
69798,Jason Reitman
62835,Gavin O'Connor
44943,John Singleton
55779,Jaume Collet-Serra
45610,George Nolfi
71880,Tarsem Singh
63492,Drake Doremus
23047,Tom Hanks
75900,Greg Mottola
71670,Aaron Harvey
74465,Ben Palmer
58547,Olivier Megaton
71469,Jonathan Liebesman
50014,Steven Quale
75174,Marc Forster
60308,Dennis Dugan
71859,Mark Mylod
49950,Dominic Sena
417859,Simon Curtis
49517,Scott Spiegel
40805,Cameron Crowe
49022,Jamie Linden
37430,Chris Gorak
74018,Tate Taylor
58233,Joe Carnahan
39538,Bennett Miller
91417,Lynne Ramsay
73937,Christian E. Christiansen
38117,Chris Miller
55465,Tomas Alfredson
60935,Michel Gondry
59108,Luke Greenfield
62838,Marcus Nispel
38319,Damon Santostefano
56590,Oliver Parker
89708,Steven Soderbergh
72972,Tom Owens
63710,David Frankel
50357,Daniel Barnz
58151,Todd Strauss-Schulson
65759,Matthijs van Heijningen Jr.
41446,Brett Ratner
50321,Garry Marshall
59678,David Gordon Green
60307,Sam Liu
83201,Ron Fricke
64685,Spike Brandt
59197,Bille Woodruff
55301,Gonzalo LÃ³pez-Gallego
50780,Craig Gillespie
64639,George Miller
74534,Wes Craven
41513,Simon Wells
51999,Joe Cornish
50456,David Bowers
70670,Raman Hui
72432,Stephen Daldry
85435,Mark Atkins
64586,Mike Mitchell
49020,Jodie Foster
62046,Rod Lurie
50839,John Madden
45772,Raja Gosnell
55846,David Mackenzie
52067,Joe Wright
65057,Morten Tyldum
50359,Adam Kassen|Mark Kassen
23514,Stephan Elliott
68684,Julia Leigh
67913,Richard Ayoade
58767,Rob Minkoff
59968,J.C. Chandor
63493,Kelly Asbury
68817,Elliott Lester
45156,Miguel Arteta
70578,Alexander Payne
72113,Tim Hill
55420,Bruce Robinson
10316,Joseph Kahn
54540,John Michael McDonagh
38356,Claudio FÃ¤h
72571,Jesse Peretz
63207,Matthew Chapman
44564,Craig Brewer
50725,Nicole Kassell
75802,Joel Schumacher
38753,Roman Polanski
83899,Mike Cahill
81390,George Clooney
64328,Alex Zamm
56288,Michael Bay
44945,Henry Joost|Ariel Schulman
74536,Juan Carlos Fresnadillo
69778,Ron Howard
38684,Michael Dowse
74998,Tanya Wexler
57737,Mitch Glazer
49012,Adam Wingard
79443,Julian Gilbey
72391,James Bobin
65851,Robert Rodriguez
49494,David Schwimmer
57431,Dito Montiel
63310,Alex Gregory|Peter Huyck
91550,Cary Fukunaga
80591,Roger Donaldson
83564,William Lau|Terry Klassen
79697,Jason Winer
51248,Troy Quane
81250,Michael Damian
58626,Jeff Tremaine
58428,Kevin Macdonald
47760,David Gordon Green
76101,MichaÃ«l R. Roskam
79113,Geoffrey Fletcher
101173,Madonna
88794,Enrico Casarosa
48340,Jim Field Smith
56831,Darren Lynn Bousman
70868,Jeffrey Hornaday
48231,William Kaufman
43959,Ti West
62206,Gus Van Sant
77949,Lawrence Silverstein
57089,Michael Damian
74308,Ralph Fiennes
72912,Clint Eastwood
81232,Alister Grierson
69735,Tommy Lee Jones
58443,Douglas McGrath
94363,David Cronenberg
50601,Sean McNamara
59722,Ruben Fleischer
71677,Nick Murphy 
55787,Mike Disa
69668,Tony Kaye
55720,John Bonito
58231,Jonathan Newman
84228,Sam Liu|Lauren Montgomery
59296,Mike Elliott
57118,Derick Martini
75622,Renny Harlin
50837,Trey Stokes|Travis Fort
64720,Ernie Barbarash
51588,Francis Lawrence
76543,Jim Sheridan
67748,Chris Weitz
57276,Phil Dornfeld
106938,P.J. Pettiette
145316,Dermot Mulroney
74626,Michael Pavone
57718,Oren Moverman
73936,Sean Durkin
72213,Jeff Nichols
81033,Joe Nussbaum
86812,Paddy Considine
77221,Justin Kurzel
74523,Wim Wenders
78080,Nick Willing
73567,Rob Gibbs
82424,Kjell Sundvall
73362,Simon J. Smith
38322,Carl Tibbetts
50698,Alex Kendrick
70584,Craig Pryce
65291,Zal Batmanglij
50217,Jean-Jacques Annaud
74726,Alex Ranarivelo
62837,John Putch
60405,William Friedkin
51481,Angus MacLane
81025,Kurt Mattila
77269,John Whitesell
55292,Stuart Ortiz|Colin Minihan
38540,VÃ­ctor GarcÃ­a
65599,Chris Berkeley|Lauren Montgomery|Jay Oliva
80410,Angel Gracia
51497,Alejandro BruguÃ©s
71208,Charles Martin Smith
79070,Michael Lembeck
73500,Melanie Mayron
79777,Lasse HallstrÃ¶m
71689,Gary Hustwit
60422,Benny Chan
73588,Adrian Vitoria
85449,Lucky McKee
57119,Uwe Boll
62580,Justin Lin
65218,J.T. Tepnapa
92182, FrÃ©dÃ©ric Jardin
51209,Rob Hedden
85542,Angelina Jolie
65034,Dan Povenmire|Robert Hughes
78461,Sam Levinson
9364,Matthew Parkhill
70196,Julie Delpy
57586,Salim Akil
84355,Daniel Auteuil
93394,Patricia Riggen
91333,Chris Kentis|Laura Lau
59860,Jonathan Hensleigh
55725,Michael Winterbottom
63749,Curtis Hanson
70586,Martin Guigui
83384,Andrea Arnold
70587,Matthew Hope
50671,Keith Scholey|Alastair Fothergill
44754,Lynn Shelton
68818,Stig Svendsen
66923,Terry Miles
54093,Thomas Bezucha
73456,Tom McCarthy
73499,Griff Furst
103516,Mike Gunther
76122,Todd Solondz
46221,Robert Vince
73770,Antti Jokinen
91070,Kenneth Lonergan
51993,Mateo Gil
71688,Nick Moore
77499,Nick Hamm
84226,Zeke Norton
48572,Michael Brandt
76535,Alan Brown
62630,Leythum
78381,Carlo Ledesma
74306,Matthias SchweighÃ¶fer
84404,Kat Coiro
79931,Azazel Jacobs
70008,Phyllida Lloyd
86820,Terry Klassen|Mark Baldo
38543,Douglas Aarniokoski
56401,Kevin Smith
55861,Leythum
71626,Lee Tamahori
80038,Francis Ford Coppola
70006,Bobcat Goldthwait
64288,Lee Hirsch
65055,Paul Dugdale
73108,Adamo P. Cultraro
62441,Abel Ferrara
85431,Jonathan English
57331,Jim Kohlberg
49010,Alex Orwell
51017,Kelly Smith
40161,Jennifer Westfeldt
54445,Michael Jai White
75074,Lee Fulkerson
68450,David R. Ellis
56780,Gil Junger
91549,James Strong
72842,Sam Jaeger
77879,JÃ©rÃ´me Salle
70577,Jason Eisener
75735,Tyler Perry
132923,Sheree Folkson
53487,Benny Boom
58625,Don Handfield
77887,Curt Morgan
66945,Paul Johansson
66125,Mary Harron
57812,Niall MacCormick
82501,Michael Pavone
75595,Julien Magnat
64622,Nick Lyon
76815,Michael Winnick
76115,Paolo Sorrentino
79379,Chris Fisher
83930,Gary Rydstrom
45054,James Hacking
72174,Kriv Stenders
75623,Jason Connery
83801,PaweÅ‚ Pawlikowski
97795,Elgin James
71254,Antoine Thomas
73873,Jose Montesinos
79628,Nick Morris|Laurence Connor
54271,Steve Hickner
72477,Anne K. Black
73686,Roland JoffÃ©
85993,Jason Bourque
86593,Joe Nimziki
60302,Vincent Garenq
57353,Carles Torrens
59006,Jonah Loop
76420,Rodrigo GarcÃ­a
75720,Richard De Aragues
73933,Tony Krantz
79089,Ami Canaan Mann
63139,Agnieszka Holland
64678,Paolo Costella
58882,Dexter Fletcher
75345,K. Asher Levin
81332,John Stockwell
74777,Sebastian Gutierrez
63513,Lauren Montgomery
54320,Michael Gunton|Martha Holmes
73939,Jesse T. Cook
77878,Laurent Bernier
73818,Mario Van Peebles
93188,Gavin Wiesen
54662,Wayne Wang
70821,Mark Pellington
60897,John Stimpson
66164,Mike Flanagan
70009,Laurieann Gibson
84427,William Eubank
67911,Dee Rees
92398,Luc Besson
98568,Aaron Woodley
65650,Christophe HonorÃ©
51995,Miranda July
78093,Charles BinamÃ©
79120,Andrew Beall|Frank Molieri
47761,Sean Hogan|Andrew Parkinson|Simon Rumley
61537,Rich Cowan
74725,Bertrand Bonello
54293,Tom Brady
98344,Anthony DiBlasi
99494,Jack Heller
54557,Lance Daly
65945,George Ratliff
60803,Jay Lee
91551,Andrew Haigh
54518,Leigh Scott
69278,Jeffrey Donovan
73144,Ben Wheatley
63197,Peter Joseph
30618,Te-Sheng Wei
168210,AgnÃ¨s Merlet
73958,Stephen Herek
50081,Michael Nankin
82914,Sean McNamara
92395,Ian Fitzgibbon
64320,Jon M. Chu
88096,NicolÃ¡s Goldbart
81167,Dan Trachtenberg
75190,Michael Goi
73562,Guy Moshe
70703,Mick Garris
78294,Chris Holt|Stephen Cooter|Michael Lachmann
105945,David Lickley
137145,Mark Neale
58699,Howie Askins
82532,Jacob Tierney
76346,Kevin Deters|Stevie Wermers
38541,Robert B. Weide
76360,Michael Simon
80530,ValÃ©rie Donzelli
51994,William Shatner
74945,Chris Crow
59726,"Sam Fischer	"
